USB2+H08074_1:101 100 ms high power,c,b,a,USB2+H08074_1:101 75 ms,a,b,c,USB2+H08074_1:101 100 ms high power proof that you see PL,c 100 ms,"b 10,000 us",a 8000 us
925.801,221.77,342.3,362.64,925.801,352.54,333.97,285.98,925.801,314.07,269.31,223.23
926.178,289.64,328.26,336.89,926.178,237.86,273.11,271.94,926.178,339.82,231.86,281.74
926.554,294.32,215.91,343.91,926.554,310.41,247.37,295.35,926.554,257.9,281.01,253.66
926.931,308.37,304.85,322.85,926.931,284.67,280.13,288.32,926.931,248.54,257.61,265.36
927.307,273.26,323.58,297.1,927.307,265.94,294.18,243.85,927.307,255.56,236.54,288.76
927.684,287.3,321.24,315.83,927.684,401.69,343.33,211.09,927.684,243.85,304.42,300.47
928.06,341.13,344.64,259.65,928.06,343.18,226.3,300.03,928.06,300.03,248.24,286.42
928.436,310.71,269.75,287.74,928.436,240.2,294.18,293.01,928.436,264.92,262.29,239.61
928.812,289.64,234.64,297.1,928.812,272.96,291.84,302.37,928.812,300.03,316.12,326.21
929.188,275.6,260.38,348.59,929.188,263.6,362.05,293.01,929.188,304.71,292.71,319.19
929.565,299,372.73,299.44,929.565,322.12,294.18,337.48,929.565,307.05,281.01,241.95
929.941,299,276.77,203.48,929.941,277.65,223.96,274.28,929.941,328.11,278.67,307.49
930.316,296.66,251.02,306.46,930.316,298.71,338.65,260.24,930.316,332.79,334.84,316.85
930.692,287.3,262.73,238.59,930.692,291.69,294.18,311.73,930.692,225.13,248.24,293.44
931.068,282.62,309.54,294.76,931.068,338.5,315.24,316.41,931.068,302.37,250.58,305.15
931.444,327.09,328.26,283.06,931.444,233.18,329.28,321.09,931.444,248.54,292.71,291.1
931.82,259.21,283.79,292.42,931.82,319.78,343.33,311.73,931.82,337.48,383.99,274.72
932.195,329.43,337.62,334.55,932.195,261.26,233.32,363.22,932.195,311.73,362.93,314.51
932.571,313.05,356.35,292.42,932.571,336.16,303.54,274.28,932.571,267.26,304.42,284.08
932.946,306.03,316.56,336.89,932.946,312.75,261.41,325.77,932.946,276.62,311.44,356.64
933.322,336.45,236.98,355.62,933.322,319.78,282.47,356.2,933.322,283.64,353.57,288.76
933.697,345.81,337.62,245.61,933.697,202.75,226.3,353.86,933.697,339.82,348.89,234.93
934.072,299,351.67,348.59,934.072,256.58,261.41,297.69,934.072,356.2,341.86,248.97
934.448,261.55,304.85,292.42,934.448,287.01,261.41,260.24,934.448,293.01,362.93,300.47
934.823,235.81,314.22,285.4,934.823,331.48,259.07,325.77,934.823,356.2,266.97,333.23
935.198,284.96,344.64,320.51,935.198,308.07,301.2,297.69,935.198,293.01,302.08,209.19
935.573,289.64,269.75,287.74,935.573,329.14,350.35,274.28,935.573,321.09,259.95,323.87
935.948,284.96,300.17,357.96,935.948,352.54,317.58,419.39,935.948,295.35,252.92,274.72
936.323,299,286.13,304.12,936.323,319.78,336.31,356.2,936.323,243.85,257.61,277.06
936.698,277.94,225.28,322.85,936.698,301.05,310.56,316.41,936.698,300.03,348.89,256
937.073,299,272.09,280.72,937.073,240.2,319.92,274.28,937.073,342.16,250.58,244.29
937.447,261.55,290.81,264.33,937.447,277.65,324.6,297.69,937.447,302.37,395.7,241.95
937.822,331.77,325.92,264.33,937.822,350.2,298.86,288.32,937.822,293.01,276.33,263.02
938.197,331.77,201.87,306.46,938.197,303.39,287.15,325.77,938.197,239.17,203.77,251.32
938.571,247.51,351.67,276.04,938.571,315.09,308.22,267.26,938.571,241.51,358.25,307.49
938.946,254.53,304.85,231.57,938.946,357.22,329.28,349.18,938.946,283.64,362.93,256
939.32,277.94,274.43,311.14,939.32,322.12,284.81,271.94,939.32,285.98,372.29,230.25
939.694,350.5,260.38,269.02,939.694,289.35,350.35,276.62,939.694,271.94,297.39,295.79
940.069,306.03,351.67,381.36,940.069,308.07,371.41,253.22,940.069,262.58,231.86,241.95
940.443,338.79,307.2,315.83,940.443,382.97,249.71,318.75,940.443,283.64,311.44,344.94
940.817,345.81,361.03,287.74,940.817,333.82,275.45,314.07,940.817,337.48,325.48,305.15
941.191,261.55,328.26,269.02,941.191,195.73,277.79,318.75,941.191,278.96,337.18,312.17
941.565,327.09,293.15,292.42,941.565,352.54,338.65,318.75,941.565,304.71,269.31,260.68
941.939,266.24,323.58,245.61,941.939,282.33,345.67,309.39,941.939,332.79,276.33,319.19
942.313,259.21,363.37,299.44,942.313,333.82,305.88,281.3,942.313,264.92,309.1,302.81
942.687,254.53,295.49,306.46,942.687,284.67,259.07,297.69,942.687,250.88,292.71,344.94
943.061,322.41,265.07,311.14,943.061,277.65,348.01,302.37,943.061,283.64,271.65,330.89
943.435,277.94,220.6,283.06,943.435,289.35,294.18,335.14,943.435,271.94,292.71,246.63
943.808,357.52,314.22,343.91,943.808,294.03,301.2,246.2,943.808,325.77,318.46,295.79
944.182,336.45,318.9,304.12,944.182,275.31,287.15,290.67,944.182,337.48,231.86,295.79
944.556,238.15,297.83,243.27,944.556,336.16,310.56,332.79,944.556,253.22,264.63,295.79
944.929,259.21,283.79,327.53,944.929,331.48,301.2,314.07,944.929,276.62,383.99,298.13
945.303,299,265.07,287.74,945.303,310.41,350.35,293.01,945.303,285.98,271.65,302.81
945.676,273.26,293.15,280.72,945.676,263.6,303.54,297.69,945.676,262.58,276.33,281.74
946.049,219.43,260.38,264.33,946.049,385.31,268.43,234.49,946.049,290.67,250.58,234.93
946.422,294.32,295.49,280.72,946.422,256.58,296.52,410.03,946.422,285.98,337.18,265.36
946.796,254.53,283.79,313.49,946.796,279.99,273.11,300.03,946.796,297.69,292.71,291.1
947.169,343.47,318.9,257.31,947.169,261.26,277.79,304.71,947.169,253.22,311.44,316.85
947.542,289.64,337.62,297.1,947.542,294.03,245.02,253.22,947.542,236.83,309.1,263.02
947.915,268.58,368.05,336.89,947.915,272.96,343.33,297.69,947.915,325.77,288.03,277.06
948.288,273.26,311.88,348.59,948.288,298.71,270.77,356.2,948.288,285.98,269.31,293.44
948.661,256.87,297.83,269.02,948.661,284.67,273.11,314.07,948.661,260.24,341.86,319.19
949.033,263.9,325.92,285.4,949.033,301.05,294.18,358.54,949.033,363.22,255.26,274.72
949.406,334.11,358.69,299.44,949.406,382.97,376.09,365.56,949.406,271.94,318.46,263.02
949.779,380.92,318.9,278.38,949.779,249.56,298.86,293.01,949.779,267.26,316.12,302.81
950.151,282.62,332.94,329.87,950.151,319.78,240.34,220.45,950.151,285.98,250.58,284.08
950.524,331.77,314.22,308.8,950.524,251.9,282.47,281.3,950.524,328.11,318.46,305.15
950.897,380.92,236.98,343.91,950.897,277.65,230.98,323.43,950.897,255.56,281.01,291.1
951.269,252.19,293.15,332.21,951.269,301.05,254.39,304.71,951.269,243.85,304.42,298.13
951.641,268.58,351.67,339.23,951.641,275.31,331.62,316.41,951.641,295.35,229.52,300.47
952.014,327.09,351.67,315.83,952.014,319.78,338.65,342.16,952.014,328.11,299.73,265.36
952.386,299,325.92,306.46,952.386,343.18,249.71,271.94,952.386,232.15,220.16,363.66
952.758,320.07,386.77,259.65,952.758,261.26,233.32,346.84,952.758,239.17,306.76,227.91
953.13,299,344.64,327.53,953.13,322.12,249.71,346.84,953.13,269.6,306.76,330.89
953.502,268.58,304.85,252.63,953.502,268.28,256.73,260.24,953.502,295.35,309.1,284.08
953.874,301.34,349.32,280.72,953.874,308.07,266.09,311.73,953.874,260.24,311.44,305.15
954.246,320.07,325.92,334.55,954.246,315.09,305.88,227.47,954.246,220.45,325.48,342.6
954.618,261.55,248.68,306.46,954.618,310.41,312.9,253.22,954.618,300.03,372.29,358.98
954.99,324.75,311.88,322.85,954.99,317.44,324.6,290.67,954.99,239.17,311.44,307.49
955.361,284.96,295.49,320.51,955.361,303.39,301.2,290.67,955.361,248.54,273.99,358.98
955.733,240.49,274.43,329.87,955.733,340.84,350.35,278.96,955.733,274.28,309.1,237.27
956.105,235.81,269.75,252.63,956.105,289.35,273.11,342.16,956.105,253.22,266.97,326.21
956.476,249.85,307.2,264.33,956.476,361.91,284.81,332.79,956.476,290.67,346.55,263.02
956.848,320.07,356.35,278.38,956.848,301.05,369.07,356.2,956.848,288.32,325.48,307.49
957.219,284.96,321.24,269.02,957.219,272.96,352.69,351.52,957.219,290.67,316.12,279.4
957.591,308.37,276.77,280.72,957.591,289.35,273.11,285.98,957.591,346.84,278.67,307.49
957.962,299,332.94,233.91,957.962,352.54,273.11,281.3,957.962,285.98,285.69,309.83
958.333,277.94,236.98,283.06,958.333,251.9,394.82,360.88,958.333,278.96,271.65,265.36
958.704,320.07,311.88,292.42,958.704,268.28,219.28,346.84,958.704,328.11,367.61,244.29
959.075,210.06,314.22,343.91,959.075,261.26,312.9,307.05,959.075,215.77,252.92,270.04
959.446,263.9,253.36,231.57,959.446,343.18,312.9,253.22,959.446,321.09,271.65,281.74
959.817,198.36,300.17,341.57,959.817,333.82,294.18,241.51,959.817,220.45,292.71,267.7
960.188,287.3,335.28,294.76,960.188,371.27,247.37,250.88,960.188,267.26,320.8,314.51
960.559,287.3,267.41,350.93,960.559,338.5,301.2,309.39,960.559,285.98,264.63,270.04
960.93,277.94,311.88,301.78,960.93,237.86,284.81,431.1,960.93,201.72,271.65,260.68
961.301,299,335.28,332.21,961.301,251.9,315.24,321.09,961.301,234.49,281.01,246.63
961.671,252.19,251.02,269.02,961.671,336.16,326.94,293.01,961.671,316.41,276.33,309.83
962.042,341.13,276.77,290.08,962.042,324.46,284.81,264.92,962.042,243.85,281.01,312.17
962.412,327.09,286.13,245.61,962.412,279.99,305.88,257.9,962.412,276.62,297.39,326.21
962.783,282.62,330.6,271.36,962.783,338.5,324.6,379.61,962.783,307.05,323.14,284.08
963.153,254.53,332.94,350.93,963.153,347.86,291.84,316.41,963.153,269.6,295.05,244.29
963.524,296.66,276.77,266.67,963.524,336.16,256.73,367.9,963.524,239.17,269.31,305.15
963.894,320.07,246.34,261.99,963.894,263.6,261.41,363.22,963.894,295.35,320.8,302.81
964.264,277.94,363.37,301.78,964.264,303.39,324.6,351.52,964.264,300.03,323.14,284.08
964.634,320.07,346.98,318.17,964.634,249.56,273.11,381.95,964.634,271.94,264.63,307.49
965.004,345.81,281.45,320.51,965.004,268.28,364.39,318.75,965.004,220.45,295.05,277.06
965.374,348.15,234.64,254.97,965.374,312.75,277.79,335.14,965.374,323.43,297.39,307.49
965.744,362.2,260.38,236.25,965.744,277.65,268.43,267.26,965.744,283.64,325.48,312.17
966.114,308.37,262.73,313.49,966.114,284.67,263.75,293.01,966.114,309.39,266.97,298.13
966.484,327.09,346.98,364.98,966.484,289.35,289.5,283.64,966.484,213.43,318.46,330.89
966.854,256.87,283.79,231.57,966.854,308.07,256.73,262.58,966.854,222.79,362.93,279.4
967.224,280.28,290.81,280.72,967.224,289.35,289.5,255.56,967.224,304.71,351.23,302.81
967.593,249.85,293.15,229.23,967.593,380.63,282.47,241.51,967.593,267.26,346.55,218.55
967.963,287.3,239.32,301.78,967.963,254.24,240.34,297.69,967.963,241.51,302.08,300.47
968.332,324.75,297.83,297.1,968.332,312.75,301.2,311.73,968.332,314.07,323.14,211.53
968.702,287.3,328.26,301.78,968.702,361.91,296.52,220.45,968.702,264.92,351.23,265.36
969.071,254.53,251.02,254.97,969.071,268.28,247.37,346.84,969.071,248.54,259.95,326.21
969.44,226.45,358.69,304.12,969.44,347.86,305.88,353.86,969.44,314.07,257.61,377.7
969.81,228.79,370.39,360.3,969.81,352.54,291.84,351.52,969.81,351.52,309.1,302.81
970.179,289.64,321.24,290.08,970.179,279.99,280.13,332.79,970.179,255.56,323.14,232.59
970.548,219.43,311.88,222.2,970.548,289.35,301.2,281.3,970.548,274.28,262.29,302.81
970.917,299,304.85,290.08,970.917,263.6,256.73,323.43,970.917,234.49,306.76,274.72
971.286,233.47,274.43,231.57,971.286,233.18,301.2,356.2,971.286,283.64,337.18,293.44
971.655,270.92,314.22,240.93,971.655,329.14,235.66,297.69,971.655,257.9,273.99,316.85
972.024,291.98,295.49,292.42,972.024,331.48,322.26,316.41,972.024,307.05,320.8,319.19
972.393,240.49,342.3,327.53,972.393,308.07,287.15,370.24,972.393,293.01,302.08,237.27
972.761,341.13,274.43,250.29,972.761,254.24,301.2,304.71,972.761,311.73,346.55,220.89
973.13,291.98,307.2,306.46,973.13,258.92,291.84,222.79,973.13,318.75,262.29,309.83
973.499,280.28,363.37,299.44,973.499,298.71,305.88,328.11,973.499,236.83,320.8,277.06
973.867,322.41,316.56,243.27,973.867,291.69,364.39,337.48,973.867,293.01,302.08,239.61
974.236,268.58,400.82,243.27,974.236,287.01,305.88,288.32,974.236,318.75,355.91,300.47
974.604,277.94,318.9,313.49,974.604,265.94,338.65,302.37,974.604,293.01,346.55,300.47
974.973,294.32,260.38,264.33,974.973,310.41,322.26,356.2,974.973,290.67,318.46,284.08
975.341,313.05,311.88,318.17,975.341,322.12,275.45,295.35,975.341,234.49,271.65,351.96
975.709,327.09,309.54,306.46,975.709,315.09,223.96,300.03,975.709,332.79,320.8,291.1
976.077,233.47,269.75,327.53,976.077,289.35,256.73,267.26,976.077,236.83,374.63,284.08
976.445,371.56,304.85,339.23,976.445,329.14,338.65,370.24,976.445,304.71,311.44,253.66
976.813,310.71,300.17,247.95,976.813,317.44,298.86,349.18,976.813,323.43,318.46,335.57
977.181,261.55,236.98,294.76,977.181,308.07,280.13,384.29,977.181,262.58,269.31,270.04
977.549,277.94,328.26,336.89,977.549,319.78,296.52,335.14,977.549,211.09,288.03,312.17
977.917,273.26,323.58,334.55,977.917,249.56,270.77,346.84,977.917,285.98,306.76,370.68
978.285,289.64,318.9,243.27,978.285,308.07,331.62,335.14,978.285,285.98,299.73,300.47
978.653,299,281.45,250.29,978.653,261.26,301.2,293.01,978.653,257.9,271.65,312.17
979.02,299,335.28,276.04,979.02,261.26,383.12,262.58,979.02,269.6,245.9,342.6
979.388,313.05,328.26,301.78,979.388,336.16,287.15,321.09,979.388,274.28,309.1,234.93
979.755,306.03,288.47,325.19,979.755,329.14,280.13,232.15,979.755,257.9,346.55,330.89
980.123,313.05,358.69,306.46,980.123,326.8,324.6,356.2,980.123,302.37,367.61,323.87
980.49,380.92,351.67,322.85,980.49,347.86,245.02,337.48,980.49,285.98,311.44,302.81
980.858,284.96,297.83,329.87,980.858,366.59,326.94,323.43,980.858,316.41,323.14,330.89
981.225,310.71,323.58,304.12,981.225,329.14,303.54,314.07,981.225,307.05,271.65,256
981.592,317.73,255.7,339.23,981.592,305.73,352.69,297.69,981.592,295.35,297.39,295.79
981.959,282.62,222.94,276.04,981.959,289.35,371.41,264.92,981.959,307.05,273.99,230.25
982.326,291.98,248.68,287.74,982.326,340.84,291.84,257.9,982.326,257.9,266.97,309.83
982.693,299,269.75,283.06,982.693,357.22,317.58,311.73,982.693,274.28,313.78,309.83
983.06,343.47,314.22,269.02,983.06,284.67,287.15,288.32,983.06,285.98,339.52,307.49
983.427,291.98,251.02,264.33,983.427,275.31,219.28,342.16,983.427,220.45,309.1,284.08
983.794,313.05,265.07,313.49,983.794,331.48,266.09,309.39,983.794,250.88,337.18,326.21
984.161,268.58,274.43,278.38,984.161,319.78,324.6,325.77,984.161,250.88,295.05,263.02
984.528,284.96,314.22,306.46,984.528,359.56,305.88,311.73,984.528,232.15,318.46,293.44
984.894,331.77,314.22,299.44,984.894,340.84,209.92,290.67,984.894,276.62,320.8,295.79
985.261,268.58,328.26,360.3,985.261,336.16,270.77,248.54,985.261,346.84,353.57,295.79
985.627,350.5,297.83,283.06,985.627,315.09,305.88,262.58,985.627,318.75,269.31,316.85
985.994,331.77,276.77,329.87,985.994,350.2,221.62,295.35,985.994,300.03,281.01,267.7
986.36,231.13,365.71,322.85,986.36,272.96,294.18,300.03,986.36,271.94,318.46,342.6
986.726,329.43,262.73,322.85,986.726,268.28,303.54,342.16,986.726,325.77,316.12,300.47
987.093,329.43,269.75,226.89,987.093,329.14,252.05,302.37,987.093,318.75,309.1,330.89
987.459,273.26,337.62,278.38,987.459,315.09,289.5,262.58,987.459,358.54,393.36,300.47
987.825,256.87,300.17,261.99,987.825,289.35,226.3,274.28,987.825,295.35,278.67,265.36
988.191,299,309.54,243.27,988.191,315.09,266.09,297.69,988.191,318.75,341.86,347.28
988.557,282.62,318.9,306.46,988.557,277.65,333.97,243.85,988.557,213.43,362.93,251.32
988.923,273.26,258.04,276.04,988.923,303.39,230.98,295.35,988.923,239.17,278.67,302.81
989.289,247.51,269.75,254.97,989.289,298.71,301.2,332.79,989.289,290.67,355.91,270.04
989.654,200.7,265.07,273.7,989.654,340.84,312.9,304.71,989.654,274.28,325.48,300.47
990.02,341.13,297.83,285.4,990.02,247.22,282.47,283.64,990.02,295.35,281.01,344.94
990.386,331.77,290.81,292.42,990.386,279.99,287.15,363.22,990.386,304.71,229.52,258.34
990.751,294.32,304.85,273.7,990.751,373.61,273.11,236.83,990.751,295.35,259.95,305.15
991.117,259.21,281.45,273.7,991.117,277.65,212.26,367.9,991.117,302.37,266.97,265.36
991.482,366.88,311.88,261.99,991.482,265.94,305.88,349.18,991.482,236.83,304.42,347.28
991.848,348.15,307.2,252.63,991.848,329.14,284.81,398.33,991.848,283.64,259.95,270.04
992.213,268.58,314.22,266.67,992.213,324.46,238,339.82,992.213,304.71,283.35,305.15
992.578,306.03,295.49,269.02,992.578,214.45,263.75,290.67,992.578,344.5,353.57,267.7
992.944,348.15,227.62,313.49,992.944,303.39,296.52,342.16,992.944,300.03,273.99,272.38
993.309,291.98,246.34,283.06,993.309,389.99,338.65,281.3,993.309,250.88,227.18,300.47
993.674,301.34,288.47,259.65,993.674,272.96,261.41,255.56,993.674,241.51,283.35,284.08
994.039,308.37,314.22,276.04,994.039,223.81,268.43,316.41,994.039,328.11,231.86,281.74
994.404,256.87,335.28,285.4,994.404,263.6,326.94,330.45,994.404,363.22,236.54,291.1
994.769,341.13,258.04,327.53,994.769,298.71,291.84,293.01,994.769,293.01,283.35,270.04
995.134,324.75,314.22,226.89,995.134,312.75,256.73,381.95,995.134,302.37,285.69,321.53
995.498,345.81,302.51,266.67,995.498,305.73,235.66,314.07,995.498,281.3,285.69,274.72
995.863,266.24,290.81,292.42,995.863,240.2,254.39,281.3,995.863,330.45,320.8,267.7
996.228,299,265.07,269.02,996.228,298.71,247.37,250.88,996.228,283.64,227.18,267.7
996.592,268.58,302.51,304.12,996.592,329.14,277.79,309.39,996.592,211.09,238.88,237.27
996.957,308.37,267.41,350.93,996.957,258.92,298.86,349.18,996.957,255.56,255.26,288.76
997.321,317.73,265.07,343.91,997.321,237.86,252.05,323.43,997.321,255.56,299.73,272.38
997.685,259.21,335.28,304.12,997.685,357.22,301.2,300.03,997.685,283.64,250.58,274.72
998.05,287.3,293.15,304.12,998.05,298.71,317.58,285.98,998.05,297.69,325.48,293.44
998.414,306.03,255.7,224.55,998.414,289.35,268.43,285.98,998.414,290.67,318.46,295.79
998.778,238.15,389.11,350.93,998.778,312.75,284.81,222.79,998.778,267.26,276.33,291.1
999.142,261.55,314.22,269.02,999.142,240.2,277.79,323.43,999.142,288.32,330.16,263.02
999.506,224.11,435.92,259.65,999.506,338.5,301.2,297.69,999.506,335.14,266.97,284.08
999.87,287.3,332.94,329.87,999.87,322.12,343.33,311.73,999.87,307.05,199.09,344.94
1000.234,296.66,311.88,252.63,1000.234,254.24,348.01,342.16,1000.234,330.45,339.52,270.04
1000.598,263.9,372.73,318.17,1000.598,336.16,259.07,335.14,1000.598,262.58,323.14,272.38
1000.962,280.28,325.92,297.1,1000.962,244.88,261.41,332.79,1000.962,274.28,292.71,284.08
1001.326,373.9,276.77,304.12,1001.326,303.39,308.22,243.85,1001.326,262.58,299.73,326.21
1001.689,355.18,314.22,306.46,1001.689,296.37,296.52,267.26,1001.689,300.03,306.76,300.47
1002.053,341.13,393.8,287.74,1002.053,263.6,305.88,318.75,1002.053,295.35,337.18,335.57
1002.416,282.62,311.88,306.46,1002.416,301.05,247.37,274.28,1002.416,332.79,276.33,309.83
1002.78,280.28,295.49,287.74,1002.78,282.33,296.52,328.11,1002.78,250.88,288.03,305.15
1003.143,282.62,260.38,273.7,1003.143,289.35,245.02,346.84,1003.143,332.79,358.25,363.66
1003.506,287.3,318.9,332.21,1003.506,294.03,226.3,255.56,1003.506,328.11,344.21,293.44
1003.87,359.86,281.45,294.76,1003.87,357.22,326.94,295.35,1003.87,342.16,264.63,295.79
1004.233,320.07,307.2,343.91,1004.233,289.35,263.75,269.6,1004.233,199.38,285.69,234.93
1004.596,240.49,332.94,339.23,1004.596,303.39,233.32,330.45,1004.596,257.9,318.46,295.79
1004.959,306.03,239.32,301.78,1004.959,322.12,261.41,276.62,1004.959,262.58,266.97,267.7
1005.322,273.26,225.28,283.06,1005.322,319.78,294.18,356.2,1005.322,288.32,292.71,337.91
1005.685,256.87,307.2,299.44,1005.685,322.12,298.86,255.56,1005.685,271.94,318.46,323.87
1006.048,273.26,309.54,278.38,1006.048,310.41,294.18,330.45,1006.048,290.67,341.86,314.51
1006.411,256.87,297.83,336.89,1006.411,287.01,268.43,304.71,1006.411,307.05,318.46,312.17
1006.773,308.37,258.04,320.51,1006.773,333.82,226.3,325.77,1006.773,257.9,323.14,263.02
1007.136,266.24,314.22,318.17,1007.136,296.37,301.2,290.67,1007.136,295.35,292.71,328.55
1007.499,242.83,311.88,315.83,1007.499,254.24,247.37,241.51,1007.499,264.92,348.89,316.85
1007.861,359.86,297.83,278.38,1007.861,340.84,273.11,337.48,1007.861,278.96,248.24,239.61
1008.224,362.2,283.79,276.04,1008.224,296.37,305.88,335.14,1008.224,257.9,320.8,253.66
1008.586,359.86,300.17,276.04,1008.586,305.73,296.52,332.79,1008.586,295.35,311.44,312.17
1008.948,320.07,316.56,325.19,1008.948,329.14,296.52,356.2,1008.948,283.64,292.71,227.91
1009.311,350.5,330.6,273.7,1009.311,284.67,242.68,253.22,1009.311,318.75,266.97,295.79
1009.673,336.45,307.2,336.89,1009.673,336.16,331.62,283.64,1009.673,302.37,255.26,295.79
1010.035,238.15,274.43,322.85,1010.035,343.18,205.24,314.07,1010.035,321.09,271.65,307.49
1010.397,261.55,356.35,299.44,1010.397,282.33,315.24,302.37,1010.397,234.49,227.18,244.29
1010.759,273.26,290.81,283.06,1010.759,258.92,275.45,257.9,1010.759,257.9,337.18,302.81
1011.121,287.3,309.54,259.65,1011.121,315.09,348.01,309.39,1011.121,271.94,297.39,321.53
1011.483,320.07,314.22,273.7,1011.483,368.93,310.56,297.69,1011.483,260.24,304.42,265.36
1011.845,275.6,253.36,318.17,1011.845,261.26,338.65,248.54,1011.845,309.39,318.46,340.26
1012.207,296.66,279.11,261.99,1012.207,312.75,312.9,370.24,1012.207,271.94,208.45,298.13
1012.568,266.24,253.36,252.63,1012.568,333.82,247.37,297.69,1012.568,271.94,304.42,314.51
1012.93,268.58,290.81,353.27,1012.93,315.09,228.64,295.35,1012.93,290.67,295.05,223.23
1013.291,299,288.47,348.59,1013.291,315.09,268.43,260.24,1013.291,307.05,297.39,298.13
1013.653,289.64,328.26,269.02,1013.653,345.52,254.39,360.88,1013.653,274.28,299.73,284.08
1014.014,371.56,304.85,292.42,1014.014,347.86,326.94,290.67,1014.014,307.05,304.42,321.53
1014.376,261.55,295.49,350.93,1014.376,347.86,270.77,318.75,1014.376,283.64,313.78,244.29
1014.737,273.26,342.3,320.51,1014.737,301.05,256.73,314.07,1014.737,243.85,250.58,288.76
1015.098,310.71,288.47,252.63,1015.098,308.07,287.15,290.67,1015.098,330.45,269.31,270.04
1015.459,259.21,328.26,217.52,1015.459,319.78,254.39,318.75,1015.459,269.6,288.03,230.25
1015.82,308.37,316.56,266.67,1015.82,277.65,240.34,264.92,1015.82,236.83,325.48,260.68
1016.181,268.58,337.62,367.32,1016.181,305.73,322.26,293.01,1016.181,295.35,231.86,246.63
1016.542,352.84,262.73,269.02,1016.542,277.65,282.47,351.52,1016.542,269.6,309.1,305.15
1016.903,313.05,309.54,341.57,1016.903,324.46,254.39,269.6,1016.903,271.94,264.63,281.74
1017.264,261.55,363.37,322.85,1017.264,254.24,287.15,285.98,1017.264,243.85,276.33,211.53
1017.625,315.39,286.13,297.1,1017.625,249.56,275.45,300.03,1017.625,271.94,362.93,244.29
1017.986,299,318.9,306.46,1017.986,324.46,230.98,288.32,1017.986,288.32,266.97,244.29
1018.346,277.94,300.17,299.44,1018.346,284.67,296.52,248.54,1018.346,227.47,323.14,277.06
1018.707,313.05,323.58,299.44,1018.707,258.92,329.28,295.35,1018.707,220.45,330.16,281.74
1019.067,280.28,337.62,264.33,1019.067,303.39,315.24,304.71,1019.067,321.09,264.63,284.08
1019.428,277.94,339.96,313.49,1019.428,291.69,343.33,304.71,1019.428,332.79,278.67,277.06
1019.788,320.07,276.77,269.02,1019.788,275.31,268.43,337.48,1019.788,288.32,295.05,293.44
1020.148,275.6,375.07,315.83,1020.148,272.96,254.39,288.32,1020.148,229.81,311.44,256
1020.509,254.53,377.41,343.91,1020.509,275.31,301.2,250.88,1020.509,311.73,334.84,253.66
1020.869,273.26,244,217.52,1020.869,347.86,245.02,307.05,1020.869,290.67,281.01,316.85
1021.229,303.68,276.77,336.89,1021.229,258.92,338.65,241.51,1021.229,204.07,304.42,291.1
1021.589,261.55,325.92,325.19,1021.589,277.65,345.67,241.51,1021.589,290.67,259.95,302.81
1021.949,217.08,325.92,350.93,1021.949,319.78,266.09,328.11,1021.949,234.49,318.46,234.93
1022.309,268.58,283.79,332.21,1022.309,366.59,312.9,290.67,1022.309,241.51,288.03,260.68
1022.669,282.62,307.2,280.72,1022.669,352.54,284.81,325.77,1022.669,302.37,262.29,286.42
1023.028,287.3,302.51,231.57,1023.028,303.39,317.58,304.71,1023.028,220.45,271.65,330.89
1023.388,249.85,337.62,266.67,1023.388,277.65,273.11,253.22,1023.388,253.22,320.8,246.63
1023.748,245.17,300.17,313.49,1023.748,312.75,263.75,290.67,1023.748,379.61,250.58,272.38
1024.107,261.55,269.75,257.31,1024.107,322.12,301.2,297.69,1024.107,253.22,250.58,321.53
1024.467,310.71,297.83,261.99,1024.467,270.62,301.2,328.11,1024.467,239.17,269.31,295.79
1024.826,252.19,286.13,283.06,1024.826,244.88,263.75,300.03,1024.826,311.73,278.67,333.23
1025.186,263.9,309.54,350.93,1025.186,223.81,256.73,300.03,1025.186,269.6,285.69,284.08
1025.545,315.39,276.77,315.83,1025.545,291.69,322.26,318.75,1025.545,267.26,351.23,298.13
1025.904,338.79,309.54,325.19,1025.904,336.16,277.79,314.07,1025.904,236.83,348.89,284.08
1026.263,275.6,325.92,297.1,1026.263,233.18,298.86,318.75,1026.263,208.75,334.84,218.55
1026.623,277.94,335.28,339.23,1026.623,230.84,254.39,300.03,1026.623,309.39,306.76,288.76
1026.982,317.73,297.83,287.74,1026.982,338.5,294.18,332.79,1026.982,304.71,302.08,286.42
1027.341,228.79,342.3,276.04,1027.341,312.75,291.84,316.41,1027.341,302.37,337.18,288.76
1027.699,235.81,286.13,219.86,1027.699,240.2,310.56,330.45,1027.699,257.9,311.44,342.6
1028.058,275.6,358.69,261.99,1028.058,308.07,256.73,302.37,1028.058,267.26,288.03,351.96
1028.417,313.05,236.98,329.87,1028.417,287.01,291.84,353.86,1028.417,278.96,341.86,295.79
1028.776,306.03,314.22,306.46,1028.776,357.22,294.18,255.56,1028.776,295.35,299.73,293.44
1029.134,221.77,351.67,332.21,1029.134,251.9,226.3,316.41,1029.134,309.39,334.84,335.57
1029.493,268.58,297.83,360.3,1029.493,350.2,322.26,267.26,1029.493,220.45,273.99,220.89
1029.852,296.66,330.6,299.44,1029.852,322.12,273.11,300.03,1029.852,255.56,285.69,277.06
1030.21,287.3,251.02,315.83,1030.21,310.41,352.69,346.84,1030.21,257.9,299.73,239.61
